,year,timestep,stand_age,disturb_mort,disturb_bio_remove,lai_scalar,fol_n,npp_decline_scalar,wood_mort_rate,snag_fall_rate,snag_decay_rate,dwd_decay_rate,wood_production,wood_biomass,bark_biomass,standing_necromass,downed_necromass,standing_necromass_N,standing_necromass_CN,downed_necromass_N,downed_necromass_CN,standing_necromass_bark,downed_necromass_bark,standing_necromass_bark_N,standing_necromass_bark_CN,downed_necromass_bark_N,downed_necromass_bark_CN,wood_necromass,wood_necromass_N,bark_necromass,bark_necromass_N,total_necromass,total_necromass_N
67,1986,67,67.0,0.0,0.0,1.0,2.0300000000000002,0.8339432506466667,0.018838028169014084,0.05382649225680348,0.01995221027479092,0.048871181938911025,380.27812229488006,16890.590313946614,0.0,3320.775282133056,2483.289931989244,6.548795747122835,52.65627005307791,8.89800453322797,43.32011748570452,0.0,0.0,0.0,3382.7462686567164,,,5804.0652141223,15.446800280350805,0.0,,5804.0652141223,
68,1987,68,68.0,0.0,0.0,1.0,2.02,0.831155703276545,0.01888111888111888,0.05370123127132472,0.019834710743801654,0.04875491480996068,377.34468928755143,16949.749587108763,0.0,3369.2927500791193,2540.305587337551,6.651133689012351,53.279275125659936,9.126762295666218,43.83794856301709,0.0,0.0,0.0,3432.492537313433,,,5909.59833741667,15.777895984678569,0.0,,5909.59833741667,
69,1988,69,69.0,0.0,0.0,1.0,2.01,0.8284179662667596,0.01892361111111111,0.05357927097057531,0.01971995332555426,0.04864165588615783,374.4449207525753,17004.164270901943,0.0,3416.7493578447065,2596.8777999436347,6.751210339995365,53.90620094243373,9.362354297303764,44.33381457134653,0.0,0.0,0.0,3482.2388059701493,,,6013.627157788342,16.113564637299127,0.0,,6013.627157788342,
70,1989,70,70.0,0.0,0.0,1.0,2.0,0.8257284467725645,0.01896551724137931,0.0534604825892212,0.0196078431372549,0.04853128991060025,371.577801047654,17053.9618800176,0.0,3463.1413058310313,2652.9785959975106,6.84942562306251,54.52326942637609,9.584162324749546,44.8576088742905,0.0,0.0,0.0,3531.9850746268658,,,6116.119901828542,16.433587947812057,0.0,,6116.119901828542,
71,1990,71,71.0,0.0,0.0,1.0,2.0,0.8230856247234164,0.019006849315068495,0.05334474397375552,0.01949828962371722,0.04842370744010088,370.3885311255374,17100.913203073836,0.0,3508.4954688623748,2708.5829477553407,6.945394492611233,55.14410929978794,9.802744040214925,45.38412029753347,0.0,0.0,0.0,3581.731343283582,,,6217.078416617715,16.748138532826157,0.0,,6217.078416617715,
72,1991,72,72.0,0.0,0.0,1.0,2.0,0.820488048528157,0.01904761904761905,0.05323193916349809,0.01939120631341601,0.048318804483188045,369.2196218376707,17145.098344510618,0.0,3552.8370150802157,2763.668418121345,7.039156012101362,55.768678964791384,10.077979293145624,45.81774711733041,0.0,0.0,0.0,3631.4776119402986,,,6316.505433201561,17.117135305246986,0.0,,6316.505433201561,
73,1992,73,73.0,0.0,0.0,1.0,2.0,0.8179343310893256,0.019087837837837837,0.053121958003059376,0.019286510590858418,0.04821648216482165,368.0704489901965,17186.595491700613,0.0,3596.189574421878,2818.214926787785,7.1311758996821935,56.38350234118179,10.31559046787207,46.30224932925825,0.0,0.0,0.0,3681.223880597015,,,6414.404501209663,17.446766367554265,0.0,,6414.404501209663,
74,1993,74,74.0,0.0,0.0,1.0,2.0,0.8154231461004422,0.01912751677852349,0.05301469578354621,0.01918412348401323,0.048116646415552855,366.940415745199,17225.480959715715,0.0,3638.5753907807825,2872.204538854232,7.221046161739526,57.00191668676463,10.543711837905654,46.78872032275791,0.0,0.0,0.0,3730.9701492537315,,,6510.779929635015,17.76475799964518,0.0,,6510.779929635015,
75,1994,75,75.0,0.0,0.0,1.0,2.0,0.8129532246026606,0.019166666666666665,0.0529100529100529,0.019083969465648856,0.04801920768307323,365.82895107119725,17261.82923471181,0.0,3680.0154593593456,2925.6212737423393,7.308804467740435,57.62388228506211,10.770845526798484,47.2787548260152,0.0,0.0,0.0,3780.716417910448,,,6605.6367331016845,18.07964999453892,0.0,,6605.6367331016845,
76,1995,76,76.0,0.0,0.0,1.0,2.0,0.8105233517794204,0.019205298013245033,0.05280793459321806,0.018985976267529667,0.04792408066429419,364.7355083007392,17295.713016013906,0.0,3720.5296505877745,2978.4509324319897,7.394929222908093,58.236216242599404,10.983025190583286,47.79580092836519,0.0,0.0,0.0,3830.4626865671644,,,6698.980583019764,18.37795441349138,0.0,,6698.980583019764,
77,1996,77,77.0,0.0,0.0,1.0,2.0,0.8081323639697636,0.01924342105263158,0.05270825056283935,0.01889007470651014,0.04783118405627198,363.6595637863936,17327.20325697619,0.0,3760.1368218568405,3030.680941234352,7.478994976272588,58.851972213284526,11.191458815700422,48.31531169681025,0.0,0.0,0.0,3880.208955223881,,,6790.817763091192,18.67045379197301,0.0,,6790.817763091192,
78,1997,78,78.0,0.0,0.0,1.0,2.0,0.805779145882771,0.019281045751633988,0.05261091480172752,0.01879619852164731,0.047740440324449594,362.60061564724697,17356.369204684917,0.0,3798.8549181989993,3082.3002104890265,7.561471434716588,59.458299017881004,11.412739550625968,48.814059669254505,0.0,0.0,0.0,3929.955223880597,,,6881.155128688026,18.974210985342555,0.0,,6881.155128688026,
79,1998,79,79.0,0.0,0.0,1.0,2.0,0.8034626279971866,0.019318181818181818,0.052515845298150295,0.0187042842215256,0.04765177548682703,361.558182598734,17383.27843856587,0.0,3836.701062948875,3133.2990067277406,7.641941544710272,60.06792471865272,11.67664396885813,49.24510850319411,0.0,0.0,0.0,3979.7014925373132,,,6970.000069676616,19.3185855135684,0.0,,6970.000069676616,
80,1999,80,80.0,0.0,0.0,1.0,2.0,0.8011817841317495,0.01935483870967742,0.05242296381536887,0.01861427094105481,0.04756511891279728,360.53180285928727,17407.996907952864,0.0,3873.6916393202473,3183.6688369875565,7.720442034610968,60.680814134192055,11.90047421495903,49.72550777075768,0.0,0.0,0.0,4029.4477611940297,,,7057.360476307804,19.620916249569998,0.0,,7057.360476307804,
81,2000,81,81.0,0.0,0.0,1.0,2.0,0.7989356291730477,0.01939102564102564,0.05233219567690557,0.018526100307062435,0.04748040313549832,359.5210331278715,17430.588968668744,0.0,3909.842363751284,3233.4023440837036,7.7974492683564876,61.284386930138886,12.118091626481528,50.20837566607758,0.0,0.0,0.0,4079.194029850746,,,7143.244707834988,19.915540894838017,0.0,,7143.244707834988,
82,2001,82,82.0,0.0,0.0,1.0,2.0,0.7967232169488744,0.019426751592356687,0.052243469566304206,0.018439716312056736,0.04739756367663345,358.52544762699347,17451.117418666105,0.0,3945.1683517922,3282.4932117671524,7.872535812606154,61.891108457656415,12.319235445749134,50.71728568576773,0.0,0.0,0.0,4128.940298507463,,,7227.6615635593525,20.19177125835529,0.0,,7227.6615635593525,
83,2002,83,83.0,0.0,0.0,1.0,2.0,0.7945436382361215,0.019462025316455696,0.0521567173402546,0.01835506519558676,0.047316538882803946,357.54463720625466,17469.643532770882,0.0,3979.6841772389835,3330.9360787961264,7.945737587483725,62.50094528476734,12.516265348374384,51.22843734038765,0.0,0.0,0.0,4178.686567164179,,,7310.62025603511,20.46200293585811,0.0,,7310.62025603511,
84,2003,84,84.0,0.0,0.0,1.0,2.0,0.7923960188931917,0.01949685534591195,0.05207187385405206,0.018272095332671302,0.04723726977248104,356.5782085019363,17486.227096568575,0.0,4013.4039251526697,3378.726461044879,8.017534439773335,63.10157960652079,12.718830770119819,51.718127791062734,0.0,0.0,0.0,4228.432835820896,,,7392.130386197548,20.736365209893155,0.0,,7392.130386197548,
85,2004,85,85.0,0.0,0.0,1.0,2.0,0.7902795181077672,0.01953125,0.051988876798452426,0.018190757128810225,0.04715969989281887,355.62578314849526,17500.926439469506,0.0,4046.341239345357,3425.8606808582667,8.08749251802603,63.70522167423273,12.907242642196888,52.233814559456825,0.0,0.0,0.0,4278.179104477612,,,7472.201920203624,20.994735160222916,0.0,,7472.201920203624,
86,2005,86,86.0,0.0,0.0,1.0,2.0,0.7881933267515415,0.01956521739130435,0.05190766654706375,0.018111002921129504,0.04708377518557794,354.6869970381937,17513.79846698681,0.0,4078.5093648610887,3472.3358029376222,8.155647076361074,64.31183977803259,13.191619676712921,52.614961750193714,0.0,0.0,0.0,4327.925373134329,,,7550.8451677987105,21.347266753073995,0.0,,7550.8451677987105,
87,2006,87,87.0,0.0,0.0,1.0,2.0,0.7861366658342326,0.019598765432098767,0.05182818601348953,0.018032786885245903,0.04700944386149003,353.76149962540467,17524.898692258124,0.0,4109.921185931509,3518.1495761131982,8.222478624613963,64.90937040123012,13.39921572659689,53.089892264275036,0.0,0.0,0.0,4377.671641791045,,,7628.070762044707,21.621694351210852,0.0,,7628.070762044707,
88,2007,88,88.0,0.0,0.0,1.0,2.0,0.7841087850498116,0.0196319018404908,0.0517503805175038,0.017956064947468958,0.046936656282450674,352.84895327241526,17534.281266839676,0.0,4140.58925984232,3563.3003804213945,8.28755030181652,65.50977630150481,13.588373755626925,53.59004327270726,0.0,0.0,0.0,4427.417910447762,,,7703.889640263715,21.875924057443445,0.0,,7703.889640263715,
89,2008,89,89.0,0.0,0.0,1.0,2.0,0.7821089614084774,0.019664634146341464,0.051674197659599116,0.017880794701986755,0.04686536485097636,351.94903263381485,17541.99901079934,0.0,4170.525847106662,3607.7871789620126,8.350896775804372,66.11302744248275,13.784753862679025,54.06913064151158,0.0,0.0,0.0,4477.164179104478,,,7778.313026068674,22.135650638483398,0.0,,7778.313026068674,
90,2009,90,90.0,0.0,0.0,1.0,2.0,0.780136497948413,0.019696969696969695,0.05159958720330237,0.01780693533270853,0.04679552390640895,351.06142407678584,17548.103442133273,0.0,4199.742938305213,3651.609474062303,8.412996737677306,66.70730650971969,13.964686958138506,54.57354260841397,0.0,0.0,0.0,4526.910447761194,,,7851.352412367516,22.37768369581581,0.0,,7851.352412367516,
91,2010,91,91.0,0.0,0.0,1.0,2.0,0.7781907225218438,0.0197289156626506,0.05152650096470321,0.017734447539461465,0.04672708962739174,350.1858251348297,17552.644805529115,0.0,4228.2522779198225,3694.767267321132,8.473413231794684,67.3043362812963,14.150464771609872,55.05674326396108,0.0,0.0,0.0,4576.6567164179105,,,7923.019545240954,22.623878003404556,0.0,,7923.019545240954,
92,2011,92,92.0,0.0,0.0,1.0,2.0,0.7762709866503478,0.01976047904191617,0.05145489270868442,0.01766329346826127,0.04666001994017946,349.3219439926565,17555.672100497028,0.0,4256.065385457386,3737.2610231487365,8.532610647205427,67.89257154405077,14.321611726143148,55.565200561211654,0.0,0.0,0.0,4626.4029850746265,,,7993.326408606123,22.854222373348577,0.0,,7993.326408606123,
93,2012,93,93.0,0.0,0.0,1.0,2.0,0.7743766644447623,0.019791666666666666,0.05138471805138472,0.017593436645396535,0.046594274432379075,348.469499000143,17557.233108888548,0.0,4283.1935741333755,3779.091635455553,8.59016751300181,68.48346688549326,14.488768463734235,56.07548366978329,0.0,0.0,0.0,4676.149253731343,,,8062.285209588928,23.078935976736044,0.0,,8062.285209588928,
94,2013,94,94.0,0.0,0.0,1.0,2.0,0.77250715158539,0.01982248520710059,0.05131593436846162,0.01752484191508582,0.04652981427174976,347.6282182134255,17557.374421821885,0.0,4309.647967359548,3820.260397178023,8.646118112140945,69.07699567738874,14.71926080403461,56.498336044316,0.0,0.0,0.0,4725.895522388059,,,8129.90836453757,23.365378916175555,0.0,,8129.90836453757,
95,2014,95,95.0,0.0,0.0,1.0,2.0,0.7706618643585361,0.019852941176470587,0.05124850070875586,0.017457475380483437,0.046466602129719266,346.79783896134126,17556.141466031135,0.0,4335.439513257729,3860.7689723603303,8.700921895372431,69.66184111100303,14.959905411588696,56.901135471832745,0.0,0.0,0.0,4775.641791044776,,,8196.208485618059,23.660827306961128,0.0,,8196.208485618059,
96,2015,96,96.0,0.0,0.0,1.0,2.0,0.7688402387457101,0.019883040935672516,0.05118237771298996,0.017391304347826087,0.04640460210930009,345.97810743556954,17553.57852965579,0.0,4360.578997400959,3900.6193705390774,8.754160383421084,70.24923474084345,15.140273555443676,57.373060412214734,0.0,0.0,0.0,4825.388059701492,,,8261.198367940036,23.894433938864758,0.0,,8261.198367940036,
97,2016,97,97.0,0.0,0.0,1.0,2.0,0.767041729562094,0.019912790697674418,0.051117527537161804,0.017326297273526824,0.04634377967711301,345.1687783029423,17549.728787486045,0.0,4385.077053964592,3939.813923203265,8.805867100596124,70.83915135175673,15.303338417755633,57.86949355237405,0.0,0.0,0.0,4875.134328358209,,,8324.890977167857,24.109205518351757,0.0,,8324.890977167857,
98,2017,98,98.0,0.0,0.0,1.0,2.0,0.7652658096411407,0.019942196531791908,0.051053913780319884,0.017262423714036617,0.04628410159924741,344.3696143385133,17544.6343256784,0.0,4408.944175452847,3978.3552621247936,8.85649492549945,71.42049545212885,15.462248074089228,58.36770620529589,0.0,0.0,0.0,4924.880597014925,,,8387.29943757764,24.31874299958868,0.0,,8387.29943757764,
99,2018,99,99.0,0.0,0.0,1.0,2.0,0.763511969062383,0.019971264367816093,0.05099150141643059,0.017199654278305963,0.046225535880708296,343.5803860780723,17538.33616595537,0.0,4432.190721150841,4016.246299375369,8.905630293630345,72.00428222268644,15.627457318774306,58.84494356086295,0.0,0.0,0.0,4974.626865671642,,,8448.43702052621,24.53308761240465,0.0,,8448.43702052621,
100,2019,100,100.0,0.0,0.0,1.0,2.0,0.7617797144197584,0.02,0.05093025673006964,0.01713796058269066,0.046168051708217916,342.8008714888913,17530.87428930234,0.0,4454.826924437984,4053.490208864303,8.953305992445229,72.59048779651961,15.777820327833117,59.34668567062886,0.0,0.0,0.0,5024.373134328358,,,8508.317133302287,24.731126320278346,0.0,,8508.317133302287,
101,2020,101,101.0,0.0,0.0,1.0,2.0,0.760068568127939,0.02002840909090909,0.050870147255689425,0.017077315208156328,0.04611161939615736,342.03085565757254,17522.287659173868,0.0,4476.862899085836,4090.0904092485366,8.999553867978282,73.17908814841525,15.924318744379002,59.850098102685735,0.0,0.0,0.0,5074.119402985075,,,8566.953308334372,24.923872612357286,0.0,,8566.953308334372,
102,2021,102,102.0,0.0,0.0,1.0,2.0,0.758378067764337,0.02005649717514124,0.05081114172023263,0.017017691659646166,0.04605621033544877,341.2701304939517,17512.6142442213,0.0,4498.308644651766,4126.050548081323,9.044826022216622,73.75917454495978,16.067030492103406,60.355168419998826,0.0,0.0,0.0,5123.865671641791,,,8624.359192733089,25.111856514320028,0.0,,8624.359192733089,
103,2022,103,103.0,0.0,0.0,1.0,2.0,0.7567077654446257,0.020084269662921348,0.05075320998887878,0.01695906432748538,0.04600179694519317,340.51849445008156,17501.891040552815,0.0,4519.174051069236,4161.374487079696,9.088705777369508,74.34158140486217,16.25546276003573,60.79610294873244,0.0,0.0,0.0,5173.611940298508,,,8680.548538148932,25.34416853740524,0.0,,8680.548538148932,
104,2023,104,104.0,0.0,0.0,1.0,2.0,0.7550572272297563,0.02011173184357542,0.05069632301372608,0.016901408450704224,0.04594835262689225,339.77575225339035,17490.154093536676,0.0,4539.468902525765,4196.066288403166,9.131224459586676,74.92628601894128,16.470740260557875,61.19503105422271,0.0,0.0,0.0,5223.358208955224,,,8735.535190928931,25.60196472014455,0.0,,8735.535190928931,
105,2024,105,105.0,0.0,0.0,1.0,2.0,0.7534260325625997,0.02013888888888889,0.0506404527852249,0.01684470008216927,0.04589585172109444,339.04171465316983,17477.438519157822,0.0,4559.202880710938,4230.1302018471315,9.172824357857884,75.50258907979763,16.647350950583085,61.64006961879396,0.0,0.0,0.0,5273.104477611941,,,8789.33308255807,25.82017530844097,0.0,,8789.33308255807,
106,2025,106,106.0,0.0,0.0,1.0,2.0,0.7518137737324664,0.02016574585635359,0.0505855722861923,0.016788916055419722,0.04584426946631671,338.3161981796099,17463.778524937727,0.0,4578.38556750877,4263.570652864513,9.213097752551134,76.08111968494887,16.81891229598339,62.08701744650641,0.0,0.0,0.0,5322.850746268657,,,8841.956220373282,26.032010048534524,0.0,,8841.956220373282,
107,2026,107,107.0,0.0,0.0,1.0,2.0,0.7502200553658739,0.020192307692307693,0.050531655448248954,0.01673403395311237,0.04579358196010408,337.5990249146432,17449.207430426828,0.0,4597.026447201493,4296.392231338097,9.252075377903203,76.66185636753637,16.953853420193028,62.579593433603726,0.0,0.0,0.0,5372.5970149253735,,,8893.41867853959,26.20592879809623,0.0,,8893.41867853959,
108,2027,108,108.0,0.0,0.0,1.0,2.0,0.7486444939420472,0.020218579234972677,0.050478677110530897,0.016680032076984763,0.045743766122098024,336.89002227392126,17433.757687278667,0.0,4615.134908245261,4328.599681034132,9.290188760555491,77.23430271555078,17.08504080384447,63.07371442855419,0.0,0.0,0.0,5422.3432835820895,,,8943.734589279393,26.375229564399962,0.0,,8943.734589279393,
109,2028,109,109.0,0.0,0.0,1.0,2.0,0.7470867173317294,0.020244565217391305,0.05042661298053878,0.016626889419252187,0.045694799658994034,336.18902279927823,17417.460898914385,0.0,4632.720244672219,4360.197889675013,9.327040072534558,77.8088887266351,17.212581084914206,63.56929533440642,0.0,0.0,0.0,5472.089552238806,,,8992.918134347234,26.539621157448764,0.0,,8992.918134347234,
110,2029,110,110.0,0.0,0.0,1.0,2.0,0.7455463643579844,0.02027027027027027,0.05037543959699648,0.016574585635359115,0.04564666103127642,335.495863961093,17400.34783978604,0.0,4649.791657167971,4391.191879575414,9.3626593904382,78.38559410499056,17.345788049715686,64.04411435808458,0.0,0.0,0.0,5521.835820895522,,,9040.983536743384,26.708447440153886,0.0,,9040.983536743384,
111,2030,111,111.0,0.0,0.0,1.0,2.0,0.7440230843777464,0.02029569892473118,0.05032513429459994,0.016523101018010963,0.04559932942162615,334.8103879699859,17382.44847424685,0.0,4666.358253868495,4421.586798792072,9.397466716155776,78.95411907791517,17.46580921038752,64.5427474674989,0.0,0.0,0.0,5571.582089552238,,,9087.945052660567,26.863275926543295,0.0,,9087.945052660567,
112,2031,112,112.0,0.0,0.0,1.0,2.0,0.7425165368829679,0.020320855614973262,0.050275675170544806,0.016472416472416474,0.045552784704904405,334.13244159733557,17363.791975036216,0.0,4682.429050916113,4451.3879127427435,9.431074852471495,79.52470051884842,17.582460489255485,65.04274150460373,0.0,0.0,0.0,5621.328358208955,,,9133.816963658857,27.01353534172698,0.0,,9133.816963658857,
113,2032,113,113.0,0.0,0.0,1.0,2.0,0.7410263911202727,0.020345744680851065,0.05022704105272913,0.016422513492675407,0.04550700741962078,333.4618760041227,17344.406741387196,0.0,4698.012972809953,4480.600596254486,9.463513159795072,80.09731923475223,17.69581209215139,65.54409011654128,0.0,0.0,0.0,5671.074626865671,,,9178.613569064439,27.159325251946463,0.0,,9178.613569064439,
114,2033,114,114.0,0.0,0.0,1.0,2.0,0.7395523257281087,0.020370370370370372,0.05017921146953405,0.016373374139250194,0.04546197874080131,332.7985465776489,17324.32041676375,0.0,4713.118852582726,4509.230326005774,9.494810095450076,80.6719560015122,17.91599376998993,65.89594827988087,0.0,0.0,0.0,5720.820895522388,,,9222.3491785885,27.41080386544001,0.0,,9222.3491785885,
115,2034,115,115.0,0.0,0.0,1.0,2.0,0.7380940283904439,0.020394736842105264,0.05013216662109197,0.016324981017463935,0.0454176804541768,332.14231277569974,17303.559906235,0.0,4727.755431832213,4537.2826733306265,9.525377572166898,81.23848050644573,18.066634069280674,66.33622659843125,0.0,0.0,0.0,5770.567164179104,,,9265.03810516284,27.59201164144757,0.0,,9265.03810516284,
116,2035,116,116.0,0.0,0.0,1.0,2.0,0.7366511955061169,0.020418848167539267,0.05008588735195733,0.01627731725697061,0.04537409493161706,331.49303797775264,17282.15139349349,0.0,4741.931360632845,4564.763297356413,9.554833470933985,81.80696449226612,18.212591350053067,66.77817242913801,0.0,0.0,0.0,5820.313432835821,,,9306.694657989257,27.767424820987053,0.0,,9306.694657989257,
117,2036,117,117.0,0.0,0.0,1.0,2.0,0.7352235318730063,0.020442708333333334,0.05004035512510089,0.0162303664921466,0.04533120510774142,330.8505893428528,17260.12035752417,0.0,4755.655197349968,4591.677938450003,9.583205656900523,82.37738978359245,18.343489926045486,67.24358620134292,0.0,0.0,0.0,5870.059701492537,,,9347.33313579997,27.92669558294601,0.0,,9347.33313579997,
118,2037,118,118.0,0.0,0.0,1.0,2.0,0.7338107503862338,0.020466321243523315,0.049995551997153276,0.016184112843355608,0.045288994457640536,330.2148376738052,17237.49158893088,0.0,4768.935408376908,4618.032411949631,9.61089307120044,82.93981191952764,18.48178412174903,67.68883845567028,0.0,0.0,0.0,5919.805970149254,,,9386.96782032654,28.09267719294947,0.0,,9386.96782032654,
119,2038,119,119.0,0.0,0.0,1.0,2.0,0.7324125717496656,0.020489690721649485,0.04995146059482835,0.016138540899042007,0.04524744697564807,329.5856572873495,17214.289205926638,0.0,4781.78036781265,4643.832602162306,9.637525978018177,83.50411974730099,18.584993383707587,68.17857145615008,0.0,0.0,0.0,5969.55223880597,,,9425.612969974956,28.222519361725766,0.0,,9425.612969974956,
120,2039,120,120.0,0.0,0.0,1.0,2.0,0.7310287242000166,0.020512820512820513,0.049908064092461256,0.0160936356986101,0.04520654715510521,328.9629258900075,17190.536669994177,0.0,4794.198357095929,4669.084456608731,9.663131565096352,84.07029607627389,18.685017106928093,68.66956728378504,0.0,0.0,0.0,6019.298507462687,,,9463.28281370466,28.348148672024443,0.0,,9463.28281370466,
121,2040,121,121.0,0.0,0.0,1.0,2.0,0.7296589432429121,0.020535714285714286,0.0498653461906003,0.016049382716049384,0.04516627996906419,328.34652445931044,17166.256801222837,0.0,4806.19756460964,4693.793980499633,9.687736158690091,84.63832372192621,18.781927856878305,69.16181928463541,0.0,0.0,0.0,6069.044776119403,,,9499.991545109273,28.469664015568398,0.0,,9499.991545109273,
122,2041,122,122.0,0.0,0.0,1.0,2.0,0.7283029714002894,0.020558375634517765,0.049823291095595204,0.016005767844268208,0.04512663085188027,327.73633713013027,17141.47179332785,0.0,4817.786085267797,4717.967231429149,9.711728267869502,85.19842001715418,18.875796534902133,69.65532075950364,0.0,0.0,0.0,6118.79104477612,,,9535.753316696946,28.587524802771632,0.0,,9535.753316696946,
123,2042,123,123.0,0.0,0.0,1.0,2.0,0.7269605579685672,0.02058080808080808,0.049781883500128306,0.015962777380100216,0.04508758568164508,327.1322510858552,17116.203228357983,0.0,4828.971920095803,4741.6103142723805,9.734745985590298,85.76031568511516,18.966712149944108,70.14999870860919,0.0,0.0,0.0,6168.537313432836,,,9570.582234368183,28.701458135534406,0.0,,9570.582234368183,
124,2043,124,124.0,0.0,0.0,1.0,2.0,0.7256314587870392,0.020603015075376884,0.049741108564637974,0.01592039800995025,0.04504913076341647,326.5341564541676,17090.472091097206,0.0,4839.762975813337,4764.729376275673,9.756815048466192,86.32399447059534,19.054740077934728,70.64584872074379,0.0,0.0,0.0,6218.2835820895525,,,9604.49235208901,28.81155512640092,0.0,,9604.49235208901,
125,2044,125,125.0,0.0,0.0,1.0,2.0,0.7243154360159798,0.020625,0.04970095189958723,0.01587861679604799,0.0450112528132033,325.94194620719094,17064.29878316621,0.0,4850.167064428004,4787.330602329291,9.77831020705195,86.87984938348632,19.184379354000967,71.07932039738748,0.0,0.0,0.0,6268.0298507462685,,,9637.497666757296,28.96268956105292,0.0,,9637.497666757296,
126,2045,126,126.0,0.0,0.0,1.0,2.0,0.7230122579239842,0.02064676616915423,0.04966139954853273,0.01583742116327961,0.044973938942665666,325.35551606579287,17037.7031368292,0.0,4860.191902846764,4809.420210413313,9.79888285053963,87.43743797303335,19.356042895487896,71.4507198304812,0.0,0.0,0.0,6317.776119402985,,,9669.612113260077,29.154925746027526,0.0,,9669.612113260077,
127,2046,127,127.0,0.0,0.0,1.0,2.0,0.7217216986840831,0.02066831683168317,0.04962243797195254,0.015796798886569242,0.04493717664449371,324.7747644078374,17010.70442851146,0.0,4869.8451125111105,4831.004447208439,9.818558037934547,87.99674485578923,19.476586027276575,71.8874831083419,0.0,0.0,0.0,6367.522388059701,,,9700.84955971955,29.295144065211122,0.0,,9700.84955971955,
128,2047,128,128.0,0.0,0.0,1.0,2.0,0.7204435381782099,0.020689655172413793,0.0495840540317931,0.01575673807878369,0.044900953778429925,324.1995921801945,16983.321392033064,0.0,4879.13421906113,4852.089583864315,9.837360006116333,88.55775467497838,19.59306923215447,72.3257395723683,0.0,0.0,0.0,6417.268656716418,,,9731.223802925444,29.430429238270804,0.0,,9731.223802925444,
129,2048,129,129.0,0.0,0.0,1.0,2.0,0.7191775618096118,0.02071078431372549,0.04954623497669855,0.01571722717913521,0.044865258557902396,323.6299028143253,16955.572231563947,0.0,4888.066652032729,4872.681911918637,9.85565158544139,89.11101459200279,19.676419750711705,72.80772175492565,0.0,0.0,0.0,6467.014925373134,,,9760.748563951365,29.532071336153095,0.0,,9760.748563951365,
130,2049,130,130.0,0.0,0.0,1.0,2.0,0.7179235603228248,0.020731707317073172,0.049508968427887344,0.015678254942058625,0.04483007953723788,323.06560214527116,16927.4746343055,0.0,4896.649744591587,4892.787739361043,9.873093735102591,89.66593113290995,19.785777066083952,73.24858044815345,0.0,0.0,0.0,6516.761194029851,,,9789.43748395263,29.658870801186545,0.0,,9789.43748395263,
131,2050,131,131.0,0.0,0.0,1.0,2.0,0.7166813296308526,0.02075242718446602,0.04947224236564338,0.015639810426540286,0.04479540559942569,322.5065983338837,16899.04578290378,0.0,4904.890733306778,4912.413386836273,9.889710087808805,90.2224897600562,19.883119729649096,73.71230562297441,0.0,0.0,0.0,6566.507462686567,,,9817.304120143051,29.7728298174579,0.0,,9817.304120143051,
132,2051,132,132.0,0.0,0.0,1.0,2.0,0.7154506706492076,0.02077294685990338,0.04943604511639069,0.015601882985877608,0.04476122594440484,321.9528017921434,16870.302367599255,0.0,4912.79675796637,4931.5651839816555,9.905523494512064,90.78067597365904,19.957191463524204,74.19806899920866,0.0,0.0,0.0,6616.253731343284,,,9844.361941948026,29.862714958036268,0.0,,9844.361941948026,
133,2052,133,133.0,0.0,0.0,1.0,2.0,0.7142313891364912,0.02079326923076923,0.04940036534032245,0.015564462257849033,0.04472753007784854,321.404125111421,16841.260598118035,0.0,4920.374861436858,4950.249465894393,9.9208842457921,91.33118794036743,20.04970132681217,74.66423783360284,0.0,0.0,0.0,6666.0,,,9870.62432733125,29.97058557260427,0.0,,9870.62432733125,
